word,pos,frequency
properC-scheme@C morphism,NA,1
properly complex,NA,1
properly describe,NA,1
properly example,NA,1
properties 2-categories,NA,1
properties According,NA,1
properties Gromov--Witten,NA,1
properties Since,NA,1
properties Theorem,NA,1
properties areas,NA,1
properties case,NA,1
properties categories,NA,1
properties cotangent,NA,1
properties d-manifolds,NA,1
properties d-orbifolds,NA,1
properties d-orbifoldsd-orbifold!local,NA,1
properties d-space,NA,1
properties i<j<k,NA,1
properties include,NA,1
properties manifolds,NA,1
properties orbifolds,NA,1
properties orientation,NA,1
properties semi,NA,1
properties strongly,NA,1
properties taken,NA,1
properties want,NA,1
properties|,JJ,1
property 2-morphisms,NA,1
property M',NA,1
property f[d],NA,1
property fibre,NA,1
property involving,NA,1
property lifting,NA,1
property one,NA,1
property orbifold!a,NA,1
property respect,NA,1
property semi,NA,1
property suppose,NA,1
property unique,NA,1
propertycategory!universal,NN,1
propertycategory!universal property,NA,1
proportional,JJ,1
proportional smooth,NA,1
proposition justifies,NA,1
proposition sets,NA,1
prove,IN,1
prove,RB,1
prove,VBD,1
prove Let,NA,1
prove Theorems<ref>,NA,1
prove analogue,NA,1
prove analogues,NA,1
prove compact,NA,1
prove dB,NA,1
prove explicitly,NA,1
prove fibre,NA,1
prove given,NA,1
prove local,NA,1
prove manifold,NA,1
prove symplectic,NA,1
prove theorems,NA,1
prove uniqueness,NA,1
prove version,NA,1
proved,JJ,1
proved 4]Joyc6,NA,1
proved 5]Joyc6,NA,1
proved applying,NA,1
proves,NNS,1
proves large,NA,1
provide bridge,NA,1
provide fairly,NA,1
provided i=n,NA,1
pseudolimit,JJ,1
pseudolimit Let,NA,1
pseudolimits,NNS,1
pseudolimits lax,NA,1
publications,NNS,1
publications Polish,NA,1
pull,VB,1
pull back,NA,1
pullback,JJ,1
pullback,VB,1
pullback Let,NA,1
pullback defines,NA,1
pullback ds10eq1,NA,1
pullback functor,NA,1
pullback gives,NA,1
pullback inverse,NA,1
pullback mapping,NA,1
pullback morphism,NA,1
pullback sheaf,NA,1
pullback virtual,NA,1
pullbackDeligne--Mumford,NN,1
pullbackDeligne--Mumford sheaves,NA,1
pullbacks,VBZ,1
pullbacks Pullbacks,NA,1
pullbacks next,NA,1
pullbacks pushforwards,NA,1
pullbacks rather,NA,1
pullbacks sheaves,NA,1
pullbacks vector,NA,1
purpose Joyc6,NA,1
purpose include,NA,1
purposes Behrend,NA,1
purposes example,NA,1
purposes one,NA,1
push along,NA,1
push zero,NA,1
pushforwards,NNS,1
pushforwards Write,NA,1
pushout2-category!pushoutpushout,JJ,1
pushout2-category!pushoutpushout 2-category,NA,1
pushoutpushoutcategory!pushout,IN,1
pushoutpushoutcategory!pushout colimit,NA,1
pushouts,JJ,1
pushouts 2-category,NA,1
put,VBN,1
put suitable,NA,1
putting,VBG,1
putting categorical,NA,1
qcoh,NN,1
qcoh vect,NA,1
quadruple D-spaces,NA,1
quadruple d-spaces,NA,1
quadruple d-stacks,NA,1
quantum,JJ,1
quantum field,NA,1
quarter,NN,1
quarter whole,NA,1
quasi-inverse equivalences,NA,1
quasi-inverse global,NA,1
quasi-smooth,RB,1
quasi-smooth quasi-smoothderived,NA,1
quasi-smooth since,NA,1
quasi-smoothderived,JJ,1
quasi-smoothderived scheme!quasi-smooth,NA,1
quasi-smoothquasi-smooth,JJ,1
quasi-smoothquasi-smooth derived,NA,1
quasicategory,NN,1
quasicategory contrast,NA,1
quasicoherent covered,NA,1
quasicoherent separated,NA,1
questions,NNS,1
questions different,NA,1
quintuple ij,NA,1
quintuple manifold,NA,1
quintuples,NNS,1
quintuples free,NA,1
quite,RB,1
quite complicated,NA,1
quotient,VBD,1
quotient 1-morphismd-stack!quotients,NA,1
quotient 2-morphismd-stack!quotients,NA,1
quotient Define,NA,1
quotient Deligne--Mumford,NA,1
quotient Suppose,NA,1
quotient acted,NA,1
quotient corners!quotients,NA,1
quotient d-orbifolds,NA,1
quotient d-orbifoldsd-stack!quotients,NA,1
quotient follows,NA,1
quotient free,NA,1
quotient orbifold,NA,1
quotient preserve,NA,1
quotient quotient,NA,1
quotient sheaf,NA,1
quotient stack,NA,1
quotient stacks,NA,1
quotient subset,NA,1
quotients d-spaces,NA,1
quotients d-spacesd-stack,NA,1
quotients d-spacesd-stack!quotients,NA,1
ran,VBD,1
ran problems,NA,1
rank,VBP,1
rank 1-morphism,NA,1
rank 2-k,NA,1
rank Example,NA,1
rank Hence,NA,1
rank Hom,NA,1
rank Since,NA,1
rank V-,NA,1
rank even,NA,1
rank k<,NA,1
rank locally,NA,1
rank may,NA,1
rank n>,NA,1
rank respectively,NA,1
rank whose,NA,1
rankDeligne--Mumford,JJ,1
rankDeligne--Mumford bundles,NA,1
ranks morphism,NA,1
rapidly,RB,1
rapidly become,NA,1
rather 2-isomorphic,NA,1
rather also,NA,1
rather analogues,NA,1
rather canonical,NA,1
rather complicated,NA,1
rather cotangent,NA,1
rather defined,NA,1
rather difference,NA,1
rather find,NA,1
rather mixing,NA,1
rather new,NA,1
rather quasicoherent,NA,1
rather smooth,NA,1
rather strict,NA,1
rather strictly,NA,1
rather triple,NA,1
rather unique,NA,1
rather use,NA,1
rather virtual,NA,1
rather weak,NA,1
rather yielding,NA,1
rational curves,NA,1
rational effective,NA,1
read,JJ,1
read Joyc7,NA,1
readers thought,NA,1
readers wanting,NA,1
reading,VBG,1
reading Spivak's,NA,1
real dimension,NA,1
real line,NA,1
real projective,NA,1
real restriction,NA,1
realize,VB,1
realize truncation,NA,1
realizes,VBZ,1
realizes values,NA,1
really change,NA,1
really general,NA,1
really satisfactory,NA,1
reason 2-category,NA,1
reason 2-morphisms,NA,1
reason Proposition,NA,1
reason decided,NA,1
reason including,NA,1
reason taking,NA,1
reasonable,JJ,1
reasonable determined,NA,1
reasons,NNS,1
reasons explain,NA,1
recent,JJ,1
recent authors,NA,1
reconstructs,VBZ,1
reconstructs equivalence,NA,1
recover,VB,1
recover extra,NA,1
recovered applying,NA,1
recovered since,NA,1
refer,VB,1
refer 1-morphisms,NA,1
refer conormal,NA,1
refer leaving,NA,1
reference purposes,NA,1
reference wanting,NA,1
references Behrend,NA,1
references manifolds,NA,1
regard,JJ,1
regard,VB,1
regard morphism,NA,1
regard orbifolds,NA,1
regard primary,NA,1
regard vector,NA,1
regarded,JJ,1
regarded virtual,NA,1
relate,NN,1
relate boundaries,NA,1
related fixed,NA,1
related material,NA,1
related notion,NA,1
related orbifold,NA,1
related schemes,NA,1
related way,NA,1
relates,VBZ,1
relates authors,NA,1
relation boundaries,NA,1
relation sizes,NA,1
relation special,NA,1
relation transverse,NA,1
relations 1-morphisms,NA,1
relations axioms,NA,1
relations d-orbifolds,NA,1
relations suppose,NA,1
relationship orbifold,NA,1
relationship two,NA,1
relationships boundaries,NA,1
relationships d-manifolds,NA,1
relative,VBP,1
relative spin,NA,1
relevant,JJ,1
relevant enumerative,NA,1
remain,VBP,1
remain within,NA,1
remark,NN,1
remark drawn,NA,1
remember,VB,1
remember,VBP,1
remember huge,NA,1
remember minimal,NA,1
remembered,VBD,1
remembered forgotten,NA,1
remembers,NNS,1
remembers dg-manifold|,NA,1
repeatedly,RB,1
repeatedly gives,NA,1
replace Deligne--Mumford,NA,1
replace representable,NA,1
replaced,VBN,1
replaced 2-categorical,NA,1
replaced 2-categories,NA,1
replaced basic,NA,1
replaced d-,NA,1
replaced derived,NA,1
replaced target,NA,1
replaces,NNS,1
replaces complexes,NA,1
replacing equivalent,NA,1
replacing manifolds,NA,1
replacing throughout,NA,1
representable,VB,1
representable 1-morphismd-stack!representable,NA,1
representable 1-morphismsC-stack@C,NA,1
representable Define,NA,1
representable Let,NA,1
representable One,NA,1
representable Suppose,NA,1
representable acts,NA,1
representable characterize,NA,1
representable d-stacks,NA,1
representable e=h,NA,1
representable exists,NA,1
representable finitely,NA,1
representable immersion,NA,1
representable immersions,NA,1
representable injective,NA,1
representable isomorphism,NA,1
representable make,NA,1
representable need,NA,1
representable open,NA,1
representable orbifold,NA,1
representable projection,NA,1
representable replacing,NA,1
representable representable,NA,1
representable simple,NA,1
representable strict,NA,1
representable strongly,NA,1
representable unique,NA,1
representable weakly,NA,1
representable whenever,NA,1
representable yielding,NA,1
representation C-stack@C,NA,1
representation Suppose,NA,1
representation call,NA,1
representation d-orbifold!standard,NA,1
representation fibre,NA,1
representation holds,NA,1
representation induces,NA,1
representation isomorphisms,NA,1
representation nontrivial,NA,1
representation odd-dimensional,NA,1
representation semieffective,NA,1
representation theory,NA,1
representations,VBZ,1
representations 0=,NA,1
representations Let,NA,1
representations choose,NA,1
representations denoted,NA,1
representations finite,NA,1
representations finite-dimensional,NA,1
representations isomorphism,NA,1
representative,VB,1
representative 1-morphism,NA,1
representative isomorphism,NA,1
representatives,NNS,1
representatives called,NA,1
require 1-morphisms,NA,1
require 1<,NA,1
require also,NA,1
require detailed,NA,1
require diagrams,NA,1
require either,NA,1
require following,NA,1
require i=,NA,1
require ij=,NA,1
require ik,NA,1
require ikl,NA,1
require s/],NA,1
require strongly,NA,1
require submersion,NA,1
require whenever,NA,1
required,VBD,1
required Kuranishi,NA,1
required exist,NA,1
required representable,NA,1
requires choice,NA,1
requires definition,NA,1
requires nontrivial,NA,1
requiring orbifolds,NA,1
requiring sf-embedding,NA,1
research,NN,1
research develop,NA,1
residue,JJ,1
residue field,NA,1
respect,NN,1
respect class,NA,1
respectively 2-functor,NA,1
respectively 9]Joyc6,NA,1
respectively D-stacks,NA,1
respectively Deligne--Mumford,NA,1
respectively However,NA,1
respectively Note,NA,1
respectively abelian,NA,1
respectively applies,NA,1
respectively category|,NA,1
respectively d-manifold,NA,1
respectively d-manifold!d-submanifold,NA,1
respectively d-orbifold,NA,1
respectively d-space!is,NA,1
respectively define,NA,1
respectively fact,NA,1
respectively homeomorphism,NA,1
respectively manifold,NA,1
respectively orbifolds,NA,1
respectively sense,NA,1
respectively viii,NA,1
rest also,NA,1
rest hold,NA,1
restrict,JJ,1
restrict,VB,1
restrict f],NA,1
restrict trivial,NA,1
restricted kind,NA,1
restriction defines,NA,1
restriction gives,NA,1
restriction naturally,NA,1
restriction need,NA,1
restrictions,NNS,1
restrictions subcategories,NA,1
restrictive,JJ,1
restrictive class,NA,1
restricts noetherian,NA,1
restricts right,NA,1
result,VBP,1
result 3-category,NA,1
result 4]Joyc6,NA,1
result 8]Joyc6,NA,1
result Spivak's,NA,1
result areas,NA,1
result fixed,NA,1
result using,NA,1
resulting,VBG,1
resulting difficult,NA,1
results 2]Joyc6,NA,1
results 3]Joyc6,NA,1
results 8]Joyc6,NA,1
results Hofer,NA,1
results Joyc6,NA,1
results also,NA,1
results corners,NA,1
results d-manifold,NA,1
results give,NA,1
results glue,NA,1
results include,NA,1
results similar,NA,1
results truncation,NA,1
results weaker,NA,1
retained,VBD,1
retained language,NA,1
retractions,NNS,1
retractions new,NA,1
reversed,VBD,1
reversed,VBN,1
reversed category,NA,1
reversed define,NA,1
reverses,VBZ,1
reverses orientation,NA,1
reversing,VBG,1
reversing directions,NA,1
review,NN,1
review background,NA,1
reviewed,VBD,1
reviewed 1]Joyc6,NA,1
rewritten,VBP,1
rewritten terms,NA,1
richer,JJR,1
richer algebraic,NA,1
right,NN,1
right actions,NA,1
right adjoint,NA,1
right induces,NA,1
right multiplication,NA,1
right ran,NA,1
right rather,NA,1
right way,NA,1
rigorous theory,NA,1
rigorous use,NA,1
rigorously,RB,1
rigorously Vistoli,NA,1
ring C-ring@C,NA,1
ring algebra,NA,1
ring dB,NA,1
ring much,NA,1
ring point,NA,1
ring set,NA,1
ringed,VBD,1
ringed spaces,NA,1
rings,NNS,1
rings algebras,NA,1
rise,NN,1
rise moduli,NA,1
roughly topological,NA,1
roughly total,NA,1
round,NN,1
round 3]Joyc6,NA,1
route Behrend,NA,1
route define,NA,1
routes discussed,NA,1
routes give,NA,1
routes literature,NA,1
row,NN,1
row 11pt,NA,1
rows exact,NA,1
"rows f""+",NA,1
rsfs10mscrUrsfsnitmscr[#1]#2#3[#1]#2#3#1#1#1#1#1#1#1,NN,1
rsfs10mscrUrsfsnitmscr[#1]#2#3[#1]#2#3#1#1#1#1#1#1#1 plainthmTheorem[section],NA,1
s!1-morphism Suppose,NA,1
s!1-morphism model',NA,1
s!1-morphism notation,NA,1
s!1-morphism| define,NA,1
s!1-morphism| orbifolds,NA,1
s!boundary,JJ,1
s!boundary Let,NA,1
s+,JJ,1
s+ s=,NA,1
s+I,NN,1
s+I Define,NA,1
s+O,JJ,1
s+O,VBD,1
s+O Similarly,NA,1
s+O TW,NA,1
s+O s+O,NA,1
s+O write,NA,1
s- sf-immersions,NA,1
s- submersions,NA,1
s-embedding isomorphism,NA,1
s-embedding k=0,NA,1
s-embeddings,NNS,1
s-embeddings sf-embeddings,NA,1
s-immersion d-orbifolds,NA,1
s-immersion manifolds,NA,1
s-immersion s-embedding,NA,1
s-immersion vii,NA,1
s-immersiond-manifold,JJ,1
s-immersiond-manifold corners!s-immersion,NA,1
s-immersionorbifold,JJ,1
s-immersionorbifold corners!s-immersion,NA,1
s-s,JJ,1
s-s,NN,1
s-s small,NA,1
s-s sufficiently,NA,1
s-submersion Suppose,NA,1
s-submersion Y=,NA,1
s-submersion Z=,NA,1
s-submersion immersion,NA,1
s-submersion simple,NA,1
s-submersion xi,NA,1
s-submersionorbifold,JJ,1
s-submersionorbifold corners!s-submersion,NA,1
s-submersions respectively,NA,1
s-submersions three,NA,1
s/,NN,1
s/ locally,NA,1
s/I,JJ,1
s/I,NN,1
s/I,VBD,1
s/I S=,NA,1
s/I s+I,NA,1
s/I surjective,NA,1
s/],FW,1
s/],NNP,1
s/],VBP,1
s/],VBZ,1
s/] 1-morphism,NA,1
s/] Example<ref>,NA,1
s/] Suppose,NA,1
s/] combining,NA,1
s/] d-stack,NA,1
s/] ij,NA,1
s/] orbifolds,NA,1
s/] principal,NA,1
s/] require,NA,1
s/] s/][SVEsf][,NA,1
s/] s/]alternative,NA,1
s/] unique,NA,1
s/]!1-morphism,NN,1
s/]!1-morphism Suppose,NA,1
s/]!1-morphism[Sfff][,JJ,1
s/]!1-morphism[Sfff][ s/],NA,1
s/]!2-morphism,NN,1
s/]!2-morphism analogue,NA,1
s/][,NN,1
s/][ t/],NA,1
s/][SVEsf][,JJ,1
s/][SVEsf][ s/]alternative,NA,1
s/]| 8]Joyc6,NA,1
s/]| Equivalences,NA,1
s/]| Let,NA,1
s/]| Suppose,NA,1
s/]| explain,NA,1
s/]| importance,NA,1
s=,NN,1
s= 1-morphisms,NA,1
s= Define,NA,1
s= Example<ref>,NA,1
s= Examples,NA,1
s= call,NA,1
s= d-stack,NA,1
s= define,NA,1
s= ds11eq1,NA,1
s= ds4eq2,NA,1
s= s=,NA,1
s=0,NN,1
s=0 informally,NA,1
s==,NN,1
s==,VBD,1
s== d-space,NA,1
s== t==,NA,1
s=f,JJ,1
s=f define,NA,1
s`standard,NN,1
same',RB,1
same',VBD,1
same' 4]Joyc6,NA,1
same' Note,NA,1
same' equality,NA,1
same' moral,NA,1
same' naturally,NA,1
satisfactory,JJ,1
satisfactory way,NA,1
satisfied,JJ,1
satisfied Example,NA,1
satisfies,VBZ,1
satisfies 2-morphism,NA,1
satisfies Suppose,NA,1
satisfies TW,NA,1
satisfies diagonal,NA,1
satisfies following,NA,1
satisfies g=,NA,1
satisfies object,NA,1
satisfies universal,NA,1
satisfies usual,NA,1
satisfy,RB,1
satisfy compatibility,NA,1
satisfy following,NA,1
satisfy identity,NA,1
satisfy ij,NA,1
satisfy ikl,NA,1
satisfying,NN,1
satisfying Q]=0,NA,1
satisfying ab=,NA,1
satisfying equality,NA,1
satisfying equivariant,NA,1
satisfying following,NA,1
satisfying identities,NA,1
satisfying instance,NA,1
satisfying local,NA,1
satisfying s=f,NA,1
satisfying various,NA,1
say Ac,NA,1
say b-transverse,NA,1
say diagram,NA,1
say finite,NA,1
say otherwise,NA,1
say separatedC-stack@C,NA,1
say supported,NA,1
say virtual,NA,1
says 2-commutative,NA,1
says corners,NA,1
says d-stacks,NA,1
says may,NA,1
says oriented,NA,1
sc-smooth,JJ,1
sc-smooth Fredholm,NA,1
scalar,JJ,1
scalar multiplication,NA,1
scheme,VB,1
scheme,VBP,1
scheme category,NA,1
scheme covered,NA,1
scheme finite,NA,1
scheme prime,NA,1
scheme!quasi-smooth Spivak's,NA,1
scheme!quasi-smooth necessary,NA,1
scheme!quasi-smooth!and,JJ,1
scheme!quasi-smooth!and d-manifolds,NA,1
schemes,RB,1
schemes 5]Joyc6,NA,1
schemes Ann,NA,1
schemes C-scheme@C,NA,1
schemes Hartshorne,NA,1
schemes However,NA,1
schemes Zariski,NA,1
schemes algebraic,NA,1
schemes appearing,NA,1
schemes closed,NA,1
schemes coherent,NA,1
schemes conventional,NA,1
schemes foundation,NA,1
schemes restrictive,NA,1
schemes ring,NA,1
schemes topology,NA,1
schemes whose,NA,1
schemesderived,JJ,1
schemesderived scheme!quasi-smooth!and,NA,1
scheme| Gluing,NA,1
scheme| roughly,NA,1
sd-manifold!standard,JJ,1
sd-manifold!standard model,NA,1
sd-orbifold,JJ,1
sd-orbifold corners!standard,NA,1
second,NN,1
second kind,NA,1
second says,NA,1
section 1-morphism,NA,1
section 4]HWZ1,NA,1
section Hence,NA,1
section associates,NA,1
section briefly,NA,1
section error,NA,1
section identifies,NA,1
section mean,NA,1
section morphism,NA,1
section polyfoldpolyfold,NA,1
section similarly,NA,1
section simple,NA,1
section smooth,NA,1
section summarizes,NA,1
section transversely,NA,1
section whose,NA,1
section write,NA,1
sections Appendix,NA,1
sections BOrbFS,NA,1
sections Math,NA,1
sections Suppose,NA,1
sections acts,NA,1
sections lies,NA,1
sections smooth,NA,1
sections vector,NA,1
sectionsBanach,NN,1
sectionsBanach manifold,NA,1
sectionsd-orbifold,JJ,1
sectionsd-orbifold corners!and,NA,1
see Example,NA,1
see MacLane,NA,1
see central,NA,1
see conormal,NA,1
see definition,NA,1
see every,NA,1
see example,NA,1
see identifies,NA,1
see instance,NA,1
see lies,NA,1
see locally,NA,1
see must,NA,1
see operations,NA,1
see orbifold,NA,1
see oriented,NA,1
see particular,NA,1
see symmetric,NA,1
see transverse,NA,1
seems,VBZ,1
seems natural,NA,1
sef,NN,1
sef eff,NA,1
semi,RB,1
semi,VBP,1
semi simple,NA,1
semicontinuous,JJ,1
semicontinuous map,NA,1
semieffective d-orbifolds,NA,1
semieffective k>,NA,1
semieffective orbifold,NA,1
semisimple Let,NA,1
semisimple X=,NA,1
semisimple call,NA,1
semisimple condition,NA,1
semisimple corner,NA,1
semisimple d-orbifold,NA,1
semisimple f[0,NA,1
semisimple hY,NA,1
semisimple map,NA,1
semisimple orbifold,NA,1
semisimple thenmanifold,NA,1
semisimple using,NA,1
sense,VB,1
sense,VBD,1
sense Behrend,NA,1
sense C-ring@C,NA,1
sense ChRu,NA,1
sense Define,NA,1
sense Fukaya,NA,1
sense Let,NA,1
sense Proposition,NA,1
sense Remark,NA,1
sense SpivakSpiv,NA,1
sense W',NA,1
sense algebraic,NA,1
sense derived,NA,1
sense exists,NA,1
sense finitely,NA,1
sense fit,NA,1
sense lies,NA,1
sense make,NA,1
sense of[,NA,1
sense opposite,NA,1
sense oriented,NA,1
sense rather,NA,1
sense satisfy,NA,1
sense satisfying,NA,1
sense simpler,NA,1
sense sometimes,NA,1
sense turns,NA,1
sense vice,NA,1
senses,NNS,1
senses algebraic,NA,1
separated acted,NA,1
separated moduli,NA,1
separated separated,NA,1
separatedC-stack@C,JJ,1
separatedC-stack@C diagonal,NA,1
sequence X[r],NA,1
sequence analogue,NA,1
sequence conormal,NA,1
sequence equivalence,NA,1
sequence exists,NA,1
sequence i+j,NA,1
sequence line,NA,1
sequence orbifold,NA,1
sequence real,NA,1
sequence sequence,NA,1
sequence x[r],NA,1
sequencespectral,JJ,1
sequencespectral sequence,NA,1
set,VB,1
set 2-isomorphism,NA,1
set Apart,NA,1
set Cantor,NA,1
set UV=,NA,1
set X=,NA,1
set XV,NA,1
set comparing,NA,1
set compatible,NA,1
set continuous,NA,1
set dB,NA,1
set define,NA,1
set f][',NA,1
set given,NA,1
set k},NA,1
set linear,NA,1
set map,NA,1
set morphism,NA,1
set morphisms,NA,1
set morphismscategory!morphism,NA,1
set natural,NA,1
set rather,NA,1
set say,NA,1
set subsets,NA,1
set together,NA,1
set vector,NA,1
set-up,JJ,1
set-up Definition,NA,1
sets X-modules,NA,1
sets affine,NA,1
sets conditions,NA,1
sets following,NA,1
sets limit,NA,1
sets morphism,NA,1
sets polyfold,NA,1
several areas,NA,1
several important,NA,1
several nonequivalent,NA,1
sf- embeddings,NA,1
sf- immersions,NA,1
sf-embedded d-submanifold,NA,1
sf-embedded iii,NA,1
sf-embedded submanifolds,NA,1
sf-embedded suborbifold,NA,1
sf-embedding Hence,NA,1
sf-embedding Let,NA,1
sf-embedding Thus,NA,1
sf-embedding analogue,NA,1
sf-embedding d-manifold,NA,1
sf-embedding embedded,NA,1
sf-embedding f={,NA,1
sf-embedding ii,NA,1
sf-embedding iii,NA,1
sf-embedding immersion,NA,1
sf-embedding k=0,NA,1
sf-embedding manifold,NA,1
sf-embedding manifolds,NA,1
sf-embedding may,NA,1
